product_name,overall_rating,no_ratings,no_reviews,avg_user_rating,rating_discrepancy,rating_discrepancy_pct
Lenovo IdeaPad 3 Intel Core i3 10th Gen 10110U - (8 GB/256 GB ...,4.3,"4,203",426,4.315068493150685,-0.015068493150685036,-0.35
Infinix Y4 Max Series Intel Core i3 13th Gen 1315U - (8 GB/512...,4.3,148,19,4.315789473684211,-0.015789473684210797,-0.37
Acer Swift Go 14 TouchScreen AI PC Intel Core Ultra 5 125H - (...,4.3,481,63,4.317460317460317,-0.0174603174603174,-0.41
HP Pavilion 15 (2024) AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 ...,4.3,"1,006",102,4.32,-0.020000000000000462,-0.47
HP OMEN Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Wind...,4.5,434,42,4.523809523809524,-0.023809523809523725,-0.53
MSI Thin 15 Intel Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Wi...,4.1,74,8,4.125,-0.025000000000000355,-0.61
MSI Thin 15 Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/...,4.1,74,8,4.125,-0.025000000000000355,-0.61
Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen 12450H - (16 GB...,4.3,505,60,4.333333333333333,-0.033333333333333215,-0.78
Acer Nitro V Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD...,4.3,256,21,4.333333333333333,-0.033333333333333215,-0.78
HP Victus AI Powered AMD Ryzen 7 Octa Core 7840HS - (16 GB/512...,4.4,342,23,4.434782608695652,-0.03478260869565197,-0.79
ASUS Vivobook 15 Touch Intel Core i3 11th Gen 1115G4 - (8 GB/5...,4.2,618,68,4.235294117647059,-0.0352941176470587,-0.84
HP Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Wi...,4.3,495,23,4.337837837837838,-0.037837837837837895,-0.88
Colorful P15 Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD...,4.2,104,21,4.238095238095238,-0.03809523809523796,-0.91
Lenovo IdeaPad Slim 5 WUXGA IPS AI PC Intel Core Ultra 5 125H ...,4.2,269,33,4.242424242424242,-0.04242424242424203,-1.01
DELL AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11...,4.1,67,7,4.142857142857143,-0.04285714285714359,-1.05
DELL Inspiron Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/...,3.9,138,17,3.9411764705882355,-0.04117647058823559,-1.06
MSI Thin 15 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/W...,4.3,"1,046",95,4.347368421052631,-0.047368421052631504,-1.1
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/...,4.3,"1,046",95,4.347368421052631,-0.047368421052631504,-1.1
ASUS Vivobook 15 Intel Core i3 11th Gen 1115G4 - (16 GB/512 GB...,4.3,"8,968",758,4.3478260869565215,-0.047826086956521685,-1.11
HP AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 ...,4.3,"3,160",238,4.35,-0.04999999999999982,-1.16
Lenovo V15 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Wind...,4.2,"1,357",130,4.25,-0.04999999999999982,-1.19
DELL Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 1...,4.2,"2,319",243,4.254966887417218,-0.054966887417218224,-1.31
HP Pavilion Aero AMD Ryzen 7 Octa Core 7735U - (16 GB/1 TB SSD...,4.3,147,14,4.357142857142857,-0.05714285714285694,-1.33
HP Victus 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD...,4.3,899,56,4.357142857142857,-0.05714285714285694,-1.33
ASUS ROG Strix G16 Intel Core i5 13th Gen 13450HX - (16 GB/1 T...,4.2,212,19,4.2631578947368425,-0.0631578947368423,-1.5
ASUS TUF Gaming F15 Intel Core i5 12th Gen 12500H - (16 GB/512...,4.4,864,70,4.4714285714285715,-0.07142857142857117,-1.62
Lenovo ThinkPad E14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB...,4.1,33,4,4.166666666666667,-0.06666666666666732,-1.63
Lenovo IdeaPad Slim 5 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512...,4.1,95,12,4.166666666666667,-0.06666666666666732,-1.63
Acer Aspire Lite AMD Ryzen 3 Quad Core 5300U - (8 GB/256 GB SS...,4.1,44,6,4.166666666666667,-0.06666666666666732,-1.63
"ASUS Vivobook S 15 OLED Powered, Intel EVO H Series, AI PC Int...",4.7,43,9,4.777777777777778,-0.0777777777777775,-1.65
HP Laptop Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Wind...,4.2,"5,923",353,4.27,-0.0699999999999994,-1.67
HP Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11...,4.2,"5,923",353,4.27,-0.0699999999999994,-1.67
MSI Modern 14 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/...,4.4,"2,853",322,4.48,-0.08000000000000007,-1.82
MSI Modern 14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/W...,4.4,"2,853",322,4.48,-0.08000000000000007,-1.82
MSI Modern 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/...,4.4,"2,853",322,4.48,-0.08000000000000007,-1.82
MSI Modern 15 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/W...,4.4,"2,853",322,4.48,-0.08000000000000007,-1.82
CHUWI Intel Core i5 10th Gen 1035G1 - (16 GB/512 GB SSD/Window...,4.1,636,106,4.175,-0.07500000000000018,-1.83
DELL Inspiron 3520 Intel Core i3 12th Gen 1215U - (8 GB/512 GB...,4.2,"3,899",279,4.2772277227722775,-0.0772277227722773,-1.84
ASUS TUF Gaming F15 with 90WHr Battery Intel H-Series Intel Co...,4.4,283,27,4.481481481481482,-0.08148148148148149,-1.85
HP 14 Intel Core i5 10th Gen 10210U - (8 GB/512 GB SSD/Windows...,4.3,"2,667",255,4.38,-0.08000000000000007,-1.86
HP 15s Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Window...,4.3,"1,413",145,4.385496183206107,-0.08549618320610719,-1.99
HP 245G9 Silver AMD Ryzen 3 Dual Core 3rd Gen AMD Ryzen 3 3250...,4.2,101,7,4.285714285714286,-0.08571428571428541,-2.04
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,"1,067",123,3.78,-0.07999999999999963,-2.16
Acer Predator Neo Intel Core i7 13th Gen 13700HX - (16 GB/1 TB...,4.4,"1,195",105,4.495934959349594,-0.09593495934959329,-2.18
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (16 GB/...,4.4,228,16,4.5,-0.09999999999999964,-2.27
ASUS Intel Pentium Gold 7505 - (8 GB/256 GB SSD/Windows 11 Hom...,4.3,70,5,4.4,-0.10000000000000053,-2.33
CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD...,4.1,282,46,4.195652173913044,-0.09565217391304426,-2.33
Lenovo ThinkBook 16 G6 Intel Core i3 13th Gen 1315U - (8 GB/51...,4.3,196,22,4.409090909090909,-0.10909090909090935,-2.54
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,4.82,-0.1200000000000001,-2.55
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,4.82,-0.1200000000000001,-2.55
Lenovo V15 Series AMD Athlon Dual Core 7120U - (8 GB/512 GB SS...,4.2,723,52,4.3076923076923075,-0.10769230769230731,-2.56
HP 255 G9 AMD Ryzen 3 Dual Core R3 3250 - (8 GB/512 GB SSD/Win...,4.0,685,48,4.104166666666667,-0.10416666666666696,-2.6
Lenovo V15 AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Win...,4.0,136,19,4.105263157894737,-0.10526315789473717,-2.63
Lenovo LOQ AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Wi...,4.4,743,56,4.517857142857143,-0.11785714285714288,-2.68
Acer Aspire 3 AMD Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/W...,4.3,400,43,4.4186046511627906,-0.11860465116279073,-2.76
HP Victus AMD Ryzen 5 Octa Core 5600H - (16 GB/512 GB SSD/Wind...,4.5,75,11,4.636363636363637,-0.1363636363636367,-3.03
Acer Swift Go 14 EVO OLED Intel Core i5 13th Gen 13500H - (16 ...,4.3,"4,600",408,4.44,-0.14000000000000057,-3.26
Acer Predator Neo Intel Core i5 13th Gen 13500HX - (16 GB/512 ...,4.4,701,71,4.549295774647887,-0.14929577464788668,-3.39
HP 15s AMD Athlon Dual Core 3050U - (8 GB/512 GB SSD/Windows 1...,4.1,"3,890",292,4.24,-0.14000000000000057,-3.41
HP 250 G9 Intel Core i3 12th Gen Intel Core i3 1215U - (8 GB/5...,4.2,607,29,4.344827586206897,-0.14482758620689662,-3.45
HP Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC...,3.7,"1,384",133,3.83,-0.1299999999999999,-3.51
Lenovo IdeaPad Slim 5 WUXGA OLED AI PC Intel Core Ultra 5 125H...,4.1,235,28,4.25,-0.15000000000000036,-3.66
MSI Sword 16 HX Intel Core i7 13th Gen 13700HX - (16 GB/1 TB S...,4.7,67,16,4.875,-0.17499999999999982,-3.72
HP Pavilion AMD Ryzen 5 Dual Core 5500U - (8 GB/512 GB SSD/Win...,4.5,"1,689",171,4.67,-0.16999999999999993,-3.78
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/5...,4.4,"2,286",179,4.57,-0.16999999999999993,-3.86
Colorful Evol P15 Intel Core i5 12th Gen 12500H - (16 GB/512 G...,4.6,68,18,4.777777777777778,-0.17777777777777803,-3.86
Lenovo IdeaPad Slim 3 AMD Ryzen 7 Octa Core 5700U - (16 GB/512...,4.2,609,55,4.363636363636363,-0.16363636363636314,-3.9
HP 15s Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows...,4.2,"6,369",538,4.374485596707819,-0.17448559670781894,-4.15
Lenovo Legion Go AMD Ryzen Z1 Extreme - (16 GB/512 GB SSD/Wind...,4.8,18,1,5.0,-0.20000000000000018,-4.17
ASUS AMD Ryzen 5 Quad Core - (16 GB/512 GB SSD/Windows 11 Home...,4.8,4,1,5.0,-0.20000000000000018,-4.17
HP ENVY AI PC Intel Core Ultra 5 125U - (16 GB/512 GB SSD/Wind...,4.8,17,2,5.0,-0.20000000000000018,-4.17
Acer Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows ...,4.2,"2,786",221,4.38,-0.17999999999999972,-4.29
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/...,4.2,"2,786",221,4.38,-0.17999999999999972,-4.29
HP 15s AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows ...,4.2,"5,429",455,4.38,-0.17999999999999972,-4.29
ASUS ROG Ally AMD Ryzen Z1 Octa Core Extreme - (16 GB/512 GB S...,4.4,732,118,4.59,-0.1899999999999995,-4.32
ASUS Chromebook Intel Celeron Dual Core N3350 - (4 GB/32 GB EM...,3.5,"1,348",158,3.66,-0.16000000000000014,-4.57
Infinix Y4 Max Series Intel Core i7 13th Gen 1355U - (16 GB/51...,4.3,50,2,4.5,-0.20000000000000018,-4.65
"ASUS Vivobook S 15 OLED Powered Copilot + , AI PC Qualcomm Sna...",4.3,20,2,4.5,-0.20000000000000018,-4.65
SAMSUNG Galaxy Book4 Pro Evo AI PC Intel Core Ultra 5 125H - (...,4.2,36,5,4.4,-0.20000000000000018,-4.76
Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (16 GB/512 GB ...,4.2,177,10,4.4,-0.20000000000000018,-4.76
ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB S...,4.3,"9,156",698,4.514598540145985,-0.21459854014598534,-4.99
Acer One Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Wind...,4.2,"12,268",906,4.41,-0.20999999999999996,-5.0
DELL Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows ...,4.0,49,5,4.2,-0.20000000000000018,-5.0
HP G9 SERIES AMD Athlon Dual Core 3050U - (4 GB/256 GB SSD/Win...,4.0,70,5,4.2,-0.20000000000000018,-5.0
Lenovo Legion 5 Intel Core i7 13th Gen 13650HX - (24 GB/512 GB...,4.6,105,12,4.833333333333333,-0.2333333333333334,-5.07
Lenovo IdeaPad Slim 3 Intel Core i5 13th Gen 13420H - (16 GB/5...,4.3,611,38,4.526315789473684,-0.22631578947368425,-5.26
Apple MacBook Air Apple M3 - (8 GB/256 GB SSD/macOS Sonoma) MR...,4.6,540,32,4.84375,-0.24375000000000036,-5.3
HP AMD Athlon Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 25...,4.0,693,41,4.219512195121951,-0.21951219512195141,-5.49
HP AMD Athlon Dual Core 3050U - (8 GB/512 GB SSD/Windows 11 Ho...,4.0,"1,443",135,4.22,-0.21999999999999975,-5.5
Acer Aspire Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/...,4.4,96,14,4.642857142857143,-0.24285714285714288,-5.52
Acer Aspire Intel Core i5 12th Gen 12450H - (12 GB/512 GB SSD/...,4.4,96,14,4.642857142857143,-0.24285714285714288,-5.52
CHUWI Intel Core i3 12th Gen Intel Core i3-1215U - (12 GB/512 ...,4.0,146,36,4.222222222222222,-0.22222222222222232,-5.56
ASUS Zenbook 14X OLED AMD Ryzen 7 Octa Core 5800HS - (16 GB/1 ...,4.5,321,34,4.764705882352941,-0.2647058823529411,-5.88
HP (15s-fq5007TU) Intel Core i3 12th Gen 1215U - (8 GB/512 GB ...,4.2,"6,369",538,4.4475524475524475,-0.24755244755244732,-5.89
DELL 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows...,4.3,"1,362",203,4.56,-0.2599999999999998,-6.05
SAMSUNG Galaxy Book4 Intel Core i5 13th Gen 1335U - (16 GB/512...,4.5,"3,767",335,4.775,-0.27500000000000036,-6.11
DELL AMD Ryzen 5 Dual Core 7520U - (8 GB/512 GB SSD/Windows 11...,4.7,22,3,5.0,-0.2999999999999998,-6.38
MSI Cyborg 15 Intel Core i7 12th Gen 12650H - (16 GB/512 GB SS...,4.7,15,3,5.0,-0.2999999999999998,-6.38
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB...,4.2,"5,259",521,4.47,-0.2699999999999996,-6.43
SAMSUNG Galaxy Book4 Intel Core i5 13th Gen 1335U - (8 GB/512 ...,4.5,"3,767",335,4.8,-0.2999999999999998,-6.67
HP 255 G9 AMD Athlon Dual Core AMD Athlon Silver-3050U - (4 GB...,3.9,"1,694",128,4.16,-0.26000000000000023,-6.67
HP 255 G9 840T7PA AMD Athlon Dual Core 3050U - (4 GB/256 GB SS...,3.9,"1,694",128,4.16,-0.26000000000000023,-6.67
ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB...,4.2,"5,259",521,4.481132075471698,-0.2811320754716977,-6.69
ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB ...,4.3,"9,156",698,4.59,-0.29000000000000004,-6.74
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 12th Ge...",4.3,"9,156",698,4.59,-0.29000000000000004,-6.74
Acer Swift Go 14 AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB S...,4.3,348,39,4.6,-0.2999999999999998,-6.98
ASUS X1504ZA Intel Core i3 12th Gen 12th Gen Intel Core i3-121...,4.3,662,74,4.6,-0.2999999999999998,-6.98
ASUS ExpertBook B15 Intel Core i3 12th Gen 1215U - (8 GB/512 G...,4.2,204,18,4.5,-0.2999999999999998,-7.14
HP Spectre 16 Eyesafe Evo Intel Core i7 12th Gen 12700H - (16 ...,4.2,13,2,4.5,-0.2999999999999998,-7.14
Ultimus Neo Intel Core i3 10th Gen Neo - (8 GB/256 GB SSD/Wind...,4.2,5,2,4.5,-0.2999999999999998,-7.14
MSI Modern 14 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD...,4.0,76,7,4.285714285714286,-0.2857142857142856,-7.14
HP 15s AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows ...,4.2,148,8,4.5,-0.2999999999999998,-7.14
MSI Modern 14 H Intel Core i7 13th Gen 13620H - (16 GB/1 TB SS...,4.0,76,7,4.285714285714286,-0.2857142857142856,-7.14
ASUS ExpertBook B14 Intel Core i3 12th Gen 1215U - (8 GB/512 G...,4.2,204,18,4.5,-0.2999999999999998,-7.14
ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EM...,3.7,"2,182",193,3.965,-0.2649999999999997,-7.16
Lenovo V15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Wind...,4.2,"1,761",160,4.51,-0.3099999999999996,-7.38
HP 14s Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Window...,4.3,"12,747",954,4.62,-0.3200000000000003,-7.44
ASUS Vivobook Go 15 OLED AMD Ryzen 3 Quad Core 7320U - (8 GB/5...,4.4,"3,116",340,4.7290322580645165,-0.3290322580645162,-7.48
Infinix GT Book Intel Core i5 12th Gen 12450H - (16 GB/512 GB ...,4.2,307,52,4.519230769230769,-0.319230769230769,-7.6
HP 245G9 AMD Ryzen 3 Dual Core AMD Ryzen 3 3250U - (8 GB/512 G...,4.1,616,29,4.413793103448276,-0.31379310344827616,-7.65
Lenovo i5 H Series Intel Core i5 11th Gen 11320H - (8 GB/512 G...,4.3,"4,298",361,4.63,-0.33000000000000007,-7.67
AXL Intel Celeron Dual Core N4020 - (4 GB/128 GB SSD/Windows 1...,3.6,207,33,3.878787878787879,-0.2787878787878788,-7.74
MSI Cyborg 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SS...,4.5,67,7,4.857142857142857,-0.35714285714285676,-7.94
Infinix Y4 Max Series Intel Core i3 13th Gen 1315U - (16 GB/51...,4.2,418,63,4.5396825396825395,-0.33968253968253936,-8.09
HP Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 10...,4.3,"1,670",219,4.65,-0.35000000000000053,-8.14
Infinix ZEROBOOK 13 Intel Intel Core i9 13th Gen 13900H - (32 ...,4.0,"1,116",159,4.33,-0.33000000000000007,-8.25
Acer Chromebook Intel Celeron Dual Core N4500 - (8 GB/128 GB E...,3.7,"1,905",125,4.01,-0.3099999999999996,-8.38
Lenovo IdeaPad Flex 5 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512...,4.2,95,9,4.555555555555555,-0.3555555555555552,-8.47
ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/128 GB E...,3.7,"2,182",193,4.02,-0.3199999999999994,-8.65
MSI Modern 14 H Intel Core i5 13th Gen 13420H - (16 GB/512 GB ...,4.6,16,3,5.0,-0.40000000000000036,-8.7
ASUS Vivobook S 15 OLED Intel EVO H-Series Intel Core i5 13th ...,4.6,82,10,5.0,-0.40000000000000036,-8.7
Lenovo Yoga 7 WUXGA-OLED Intel Core i7 13th Gen 1360P - (16 GB...,4.6,49,4,5.0,-0.40000000000000036,-8.7
Infinix X1 Slim Series Intel Core i3 10th Gen 1005G1 - (8 GB/5...,4.2,"1,402",226,4.57,-0.3700000000000001,-8.81
HP AMD Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 H...,4.3,"4,134",410,4.68,-0.3799999999999999,-8.84
realme Book (Slim) Intel Core i3 11th Gen 1115G4 - (8 GB/256 G...,4.4,"15,729","2,171",4.79,-0.3899999999999997,-8.86
Lenovo IdeaPad 1 AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB S...,4.2,189,10,4.578947368421052,-0.37894736842105203,-9.02
HP Pavilion Aero AMD Ryzen 5 Hexa Core 7535U - (16 GB/512 GB S...,4.2,289,34,4.588235294117647,-0.38823529411764657,-9.24
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen N5100 - (...,4.0,"1,819",230,4.37,-0.3700000000000001,-9.25
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/...,4.3,333,24,4.708333333333333,-0.4083333333333332,-9.5
Lenovo Legion Slim 5 AI Powered AMD Ryzen 7 Octa Core 7840HS -...,3.9,58,7,4.285714285714286,-0.3857142857142857,-9.89
DELL Latitude 3540 Intel Core i3 12th Gen - (8 GB/512 GB SSD/U...,4.3,38,4,4.75,-0.4500000000000002,-10.47
Lenovo Intel Core i5 13th Gen 1355U - (16 GB/512 GB SSD/Window...,4.3,55,4,4.75,-0.4500000000000002,-10.47
MSI Thin A15 AMD Ryzen 5 Hexa Core 7535HS - (8 GB/512 GB SSD/W...,4.3,158,24,4.75,-0.4500000000000002,-10.47
MSI Thin A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/...,4.3,158,24,4.76,-0.45999999999999996,-10.7
Lenovo IdeaPad Slim 1 Intel Celeron Dual Core N4020 - (8 GB/25...,4.1,"2,705",233,4.54,-0.4400000000000004,-10.73
DELL Inspiron 3530 Intel Core i3 13th Gen 1305U - (8 GB/1 TB S...,4.2,84,6,4.666666666666667,-0.4666666666666668,-11.11
ASUS Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows ...,3.6,8,1,4.0,-0.3999999999999999,-11.11
HP Chromebook Intel Celeron Dual Core N4500 - (4 GB/128 GB EMM...,3.9,"2,985",362,4.36,-0.4600000000000004,-11.79
Infinix X2 Slim Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB S...,4.2,422,67,4.705882352941177,-0.5058823529411764,-12.04
Acer Aspire Lite AMD Ryzen 3 Quad Core 5300U - (16 GB/512 GB S...,4.0,11,2,4.5,-0.5,-12.5
Lenovo Chromebook MediaTek Kompanio 520 - (4 GB/128 GB EMMC St...,3.7,660,42,4.190476190476191,-0.4904761904761905,-13.26
Lenovo Chromebook MediaTek Kompanio 520 - (8 GB/128 GB EMMC St...,3.7,660,42,4.190476190476191,-0.4904761904761905,-13.26
Infinix Y3 Max Series Intel Core i5 12th Gen 1235U - (16 GB/51...,3.7,25,5,4.2,-0.5,-13.51
ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 G...,4.4,38,1,5.0,-0.5999999999999996,-13.64
Lenovo IdeaPad Flex 5 Intel Core i7 13th Gen 1355U - (16 GB/51...,4.4,35,2,5.0,-0.5999999999999996,-13.64
Primebook Wifi MediaTek MT8183 - (4 GB/64 GB EMMC Storage/Prim...,4.2,"2,885",725,4.78,-0.5800000000000001,-13.81
HP Victus AMD Ryzen 7 Octa Core 8845HS - (16 GB/1 TB SSD/Windo...,3.5,6,1,4.0,-0.5,-14.29
Acer Chromebook Intel Celeron Dual Core N4500 - (8 GB/64 GB EM...,3.7,478,37,4.243243243243243,-0.5432432432432428,-14.68
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/...,4.2,102,11,4.818181818181818,-0.6181818181818182,-14.72
HP FQ Series Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/W...,4.2,200,6,4.833333333333333,-0.6333333333333329,-15.08
Ultimus Intel Celeron Dual Core N4020 - (4 GB/128 GB EMMC Stor...,3.3,"2,075",294,3.8,-0.5,-15.15
Lenovo AMD Ryzen 3 Octa Core - (8 GB/512 GB SSD/Windows 11 Hom...,4.2,52,7,4.857142857142857,-0.6571428571428566,-15.65
HP Pavilion Plus Intel Core i5 13th Gen 1335U - (16 GB/512 GB ...,4.3,69,5,5.0,-0.7000000000000002,-16.28
Lenovo Thinkpad E14 G5 Intel Core i5 13th Gen 1335U with 3 yea...,4.3,9,1,5.0,-0.7000000000000002,-16.28
HP Intel Core Ultra 7 155H - (16 GB/512 GB SSD/Windows 11 Home...,4.3,22,1,5.0,-0.7000000000000002,-16.28
Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC ...,4.2,"2,903",861,4.95,-0.75,-17.86
HP Pavilion x360 Intel Core i7 13th Gen - (16 GB/512 GB SSD/Wi...,3.8,14,2,4.5,-0.7000000000000002,-18.42
HP Intel Core i5 12th Gen 1235U - (8 GB/1 TB SSD/Windows 11 Ho...,4.2,38,2,5.0,-0.7999999999999998,-19.05
HP 255 G9 Silver AMD Ryzen 5 Hexa Core AMD Ryzen5-5625U - (8 G...,4.2,69,2,5.0,-0.7999999999999998,-19.05
Thomson NEO Core Series Intel Core i3 12th Gen 1215U - (8 GB/2...,3.7,18,2,4.5,-0.7999999999999998,-21.62
ASUS Vivobook 15 Intel Pentium Dual Core 7505 - (8 GB/512 GB S...,3.9,37,4,4.75,-0.8500000000000001,-21.79
Lenovo V15 Series AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB S...,4.1,21,1,5.0,-0.9000000000000004,-21.95
Acer Aspire 3 Intel Pentium Quad Core N5000 - (4 GB/1 TB HDD/L...,4.0,513,108,4.9,-0.9000000000000004,-22.5
HP Chromebook MediaTek MT8183 - (4 GB/32 GB EMMC Storage/Chrom...,3.7,"6,859",574,4.57,-0.8700000000000001,-23.51
DELL Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows ...,4.0,27,1,5.0,-1.0,-25.0
HP ENVY AI PC Intel Core Ultra 7 155U - (16 GB/512 GB SSD/Wind...,4.0,7,1,5.0,-1.0,-25.0
ASUS Vivobook S 15 OLED Intel Core i9 13th Gen 13900H - (16 GB...,3.8,23,2,5.0,-1.2000000000000002,-31.58
HP 240 G9 Intel Core i7 12th Gen 1255U Deca Core with Intel Tu...,3.8,26,1,5.0,-1.2000000000000002,-31.58
Avita With Free USB Charging Backpack Intel Core i5 12th Gen 1...,3.5,11,3,4.666666666666667,-1.166666666666667,-33.33
Ultimus Pro Intel Dual Core N4020 - (4 GB/128 GB SSD/Windows 1...,3.7,9,1,5.0,-1.2999999999999998,-35.14
Acer Chromebook Plus Google AI Intel Core i3 13th Gen 1315U - ...,3.7,25,3,5.0,-1.2999999999999998,-35.14
ASUS TUF Gaming F17 Intel Core i5 11th Gen 11260H - (8 GB/512 ...,3.7,50,4,5.0,-1.2999999999999998,-35.14
